Text,Labels,PII,Cleaned_text,Special_char_num,Special_chars
Hard and memory imagine wrong. xkline@example.net,Email,xkline@example.net,hard and memory imagine wrong xkline@example.net,2,"['.', '@']"
Vote melissa85@example.org degree support will improve mouth country affect. Contain ability street. Yourself Mr common study.,Email,melissa85@example.org,vote melissa85@example.org degree support will improve mouth country affect contain ability street yourself mr common study,2,"['.', '@']"
Small nicholasmurray@example.com way response article case score. One everybody with staff including build.,Email,nicholasmurray@example.com,small nicholasmurray@example.com way response article case score one everybody with staff including build,2,"['.', '@']"
Film likely plan action. Market renee03@example.net prove shake structure.,Email,renee03@example.net,film likely plan action market renee03@example.net prove shake structure,2,"['.', '@']"
Culture wind yhansen@example.net loss left adult. Interview as start prove everybody.,Email,yhansen@example.net,culture wind yhansen@example.net loss left adult interview as start prove everybody,2,"['.', '@']"
Begin whether pick role amount media mother. Either letter important claim blood. Hair fast reidkatie@example.com remain various this notice any message.,Email,reidkatie@example.com,begin whether pick role amount media mother either letter important claim blood hair fast reidkatie@example.com remain various this notice any message,2,"['.', '@']"
Mission girl answer. Type canturobert@example.org network reach.,Email,canturobert@example.org,mission girl answer type canturobert@example.org network reach,2,"['.', '@']"
Simple various majority magazine talk dog though. Scene cup gina25@example.org myself know over though.,Email,gina25@example.org,simple various majority magazine talk dog though scene cup gina25@example.org myself know over though,2,"['.', '@']"
rcaldwell@example.org Shake role account artist. Course career idea these.,Email,rcaldwell@example.org,rcaldwell@example.org shake role account artist course career idea these,2,"['.', '@']"
By make style act throughout us. Focus successful fact TV campaign but. Describe do rise continue if janice90@example.org fund carry small.,Email,janice90@example.org,by make style act throughout us focus successful fact tv campaign but describe do rise continue if janice90@example.org fund carry small,2,"['.', '@']"
Offer johngreen@example.org standard one deal. Example policy this arm land become left. Control rest common.,Email,johngreen@example.org,offer johngreen@example.org standard one deal example policy this arm land become left control rest common,2,"['.', '@']"
Hour enough develop instead. Market watch imagine decision though jonathan41@example.net human. Class all seek sign.,Email,jonathan41@example.net,hour enough develop instead market watch imagine decision though jonathan41@example.net human class all seek sign,2,"['.', '@']"
List less however station home. Employee network tylermichelle@example.org radio store discussion. Lead serve edge open particularly.,Email,tylermichelle@example.org,list less however station home employee network tylermichelle@example.org radio store discussion lead serve edge open particularly,2,"['.', '@']"
List Congress piece rich three car. Light keep same conference. Suggest administration rock back say color utucker@example.org mouth.,Email,utucker@example.org,list congress piece rich three car light keep same conference suggest administration rock back say color utucker@example.org mouth,2,"['.', '@']"
Soon sort per conference look sometimes. Enjoy sit since create finish hit suffer. lisa91@example.net,Email,lisa91@example.net,soon sort per conference look sometimes enjoy sit since create finish hit suffer lisa91@example.net,2,"['.', '@']"
nsmith@example.net Letter best around they painting as.,Email,nsmith@example.net,nsmith@example.net letter best around they painting as,2,"['.', '@']"
fordolivia@example.org Meet already show environment best form next. Down sit view plant organization occur especially.,Email,fordolivia@example.org,fordolivia@example.org meet already show environment best form next down sit view plant organization occur especially,2,"['.', '@']"
While west total grow not safe jenkinscharles@example.net prepare. Low war store wide. Whole big president difficult truth.,Email,jenkinscharles@example.net,while west total grow not safe jenkinscharles@example.net prepare low war store wide whole big president difficult truth,2,"['.', '@']"
